candidate_store_id,source_store_id,store_name,brand,sido,sigungu,admin_dong,legal_dong,road_address,jibun_address,address,longitude,latitude,biz_l1,biz_l2,biz_l3,ksic_name
GS_CONV_0148,MA010120220800492522,세븐일레븐공항,세븐일레븐,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 방화동로5길 24,서울특별시 강서구 방화동 612-87,서울특별시 강서구 방화동로5길 24,126.809992775004,37.564582924911,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0149,MA010120220806882533,세븐일레븐화곡신정초교점,세븐일레븐,서울특별시,강서구,화곡2동,화곡동,서울특별시 강서구 곰달래로31다길 8,서울특별시 강서구 화곡동 451-23,서울특별시 강서구 곰달래로31다길 8,126.851718756523,37.5333780792029,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0150,MA010120220800087730,씨유화곡,CU,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 강서로8길 47,서울특별시 강서구 화곡동 878-10,서울특별시 강서구 강서로8길 47,126.850616493527,37.5301150683466,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0151,MA010120220802383875,세븐화곡까치산로점,세븐일레븐,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 까치산로 29,서울특별시 강서구 화곡동 98-150,서울특별시 강서구 까치산로 29,126.843497024176,37.542512614231,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0152,MA010120220800499198,GS25화곡풀향기점,GS25,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 강서로35길 8,서울특별시 강서구 화곡동 1032-14,서울특별시 강서구 강서로35길 8,126.83841540763,37.5429832993729,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0153,MA010120220802696854,지에스25화곡버디점,GS25,서울특별시,강서구,우장산동,화곡동,서울특별시 강서구 화곡로27길 20,서울특별시 강서구 화곡동 1053-8,서울특별시 강서구 화곡로27길 20,126.840350918632,37.542715632401,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0154,MA010120220805201699,씨유마곡투웨니점,CU,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 강서로 443,서울특별시 강서구 마곡동 784-6,서울특별시 강서구 강서로 443,126.839918196045,37.5651588809335,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0155,MA010120220811127244,지에스25S9등촌역점,GS25,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 공항대로 529,서울특별시 강서구 등촌동 666-94,서울특별시 강서구 공항대로 529,126.864946761102,37.5511165979843,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0156,MA010120220806579959,GS25마곡파크뷰점,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙6로 85,서울특별시 강서구 마곡동 795-5,서울특별시 강서구 마곡중앙6로 85,126.836884155961,37.5602443020844,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0157,MA010120220805529639,씨유까치산역점,CU,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로 61,서울특별시 강서구 화곡동 348-9,서울특별시 강서구 강서로 61,126.845643921313,37.5330008853312,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0158,MA010120220800496100,지에스25발산1단지점,GS25,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 강서로47길 108,서울특별시 강서구 내발산동 742,서울특별시 강서구 강서로47길 108,126.8305385525,37.5535589814429,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0159,MA010120220812080515,지에스25S9양천향교역점,GS25,서울특별시,강서구,가양1동,가양동,서울특별시 강서구 양천로 341,서울특별시 강서구 가양동 159-3,서울특별시 강서구 양천로 341,126.84081602782,37.5687640748334,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0160,MA010120220803103144,세븐일레븐화곡수명점,세븐일레븐,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 강서로33길 103,서울특별시 강서구 화곡동 1068,서울특별시 강서구 강서로33길 103,126.834234113804,37.540535797164,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0161,MA010120220804889147,이마트24화곡소망점,이마트24,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로15길 95,서울특별시 강서구 화곡동 424-51,서울특별시 강서구 강서로15길 95,126.840815049809,37.5319763448291,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0162,MA010120220810163299,CU화곡청산점,CU,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 화곡로 158,서울특별시 강서구 화곡동 1074-17,서울특별시 강서구 화곡로 158,126.839211588154,37.5410742687522,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0163,MA010120220800543827,세븐화곡파크뷰점,세븐일레븐,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로53길 9,서울특별시 강서구 화곡동 988-22,서울특별시 강서구 화곡로53길 9,126.848231986656,37.5511413468973,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0164,MA010120220800507371,씨유방화리치점,CU,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 방화동로 107,서울특별시 강서구 방화동 580-13,서울특별시 강서구 방화동로 107,126.812616570746,37.5699570461856,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0165,MA010120220814171460,씨유강서도레미점,CU,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 양천로14가길 23,서울특별시 강서구 방화동 887,서울특별시 강서구 양천로14가길 23,126.808445445246,37.5721217473707,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0166,MA010120220800044587,지에스25강서,GS25,서울특별시,강서구,우장산동,화곡동,서울특별시 강서구 강서로 242,서울특별시 강서구 화곡동 1165-1,서울특별시 강서구 강서로 242,126.836765067321,37.5473869110847,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0167,MA010120220807112454,지에스25공항화물,GS25,서울특별시,강서구,공항동,공항동,서울특별시 강서구 하늘길 112,서울특별시 강서구 공항동 1373-5,서울특별시 강서구 하늘길 112,126.808473481221,37.5567508187594,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0168,MA010120220804586797,코리아세븐마곡W,세븐일레븐,서울특별시,강서구,발산1동,마곡동,서울특별시 강서구 마곡중앙1로 14,서울특별시 강서구 마곡동 798-16,서울특별시 강서구 마곡중앙1로 14,126.825208030993,37.5584886713463,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0169,MA010120220807826906,지에스25내발산프라임,GS25,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 수명로 68-11,서울특별시 강서구 내발산동 750-7,서울특별시 강서구 수명로 68-11,126.826546575237,37.5522917888868,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0170,MA010120220809341542,지에스25강서,GS25,서울특별시,강서구,공항동,공항동,서울특별시 강서구 송정로 37,서울특별시 강서구 공항동 60-31,서울특별시 강서구 송정로 37,126.810756010134,37.5581780730416,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0171,MA010120220800500833,지에스25영일점,GS25,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 까치산로4길 67,서울특별시 강서구 화곡동 102-160,서울특별시 강서구 까치산로4길 67,126.846398372016,37.5402639264405,소매,종합 소매,편의점,기타 음ㆍ식료품 위주 종합 소매업
GS_CONV_0172,MA010120220808278189,GS25공항,GS25,서울특별시,강서구,공항동,공항동,서울특별시 강서구 방화대로7길 28,서울특별시 강서구 공항동 669-5,서울특별시 강서구 방화대로7길 28,126.814631391411,37.5562741091568,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0173,MA010120220802905957,지에스25수명산,GS25,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 수명로1길 16,서울특별시 강서구 내발산동 753,서울특별시 강서구 수명로1길 16,126.822563615219,37.5520516115015,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0174,MA010120220808338827,씨유화곡대원점,CU,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡로21길 43,서울특별시 강서구 화곡동 1036-35,서울특별시 강서구 화곡로21길 43,126.836447038784,37.5427463298766,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0175,MA010120220803385569,씨유화곡동도점,CU,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 까치산로17길 35,서울특별시 강서구 화곡동 973-1,서울특별시 강서구 까치산로17길 35,126.847863317188,37.5487892685695,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0176,MA010120220803070773,지에스25발산파크점,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 공항대로 261,서울특별시 강서구 마곡동 797-4,서울특별시 강서구 공항대로 261,126.836513043521,37.5591535835773,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0177,MA010120220800512171,씨유화곡곰달래점,CU,서울특별시,강서구,화곡2동,화곡동,서울특별시 강서구 곰달래로49길 15,서울특별시 강서구 화곡동 836-2,서울특별시 강서구 곰달래로49길 15,126.857660556952,37.5323492398027,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0178,MA010120220806482989,웰튼,기타/미분류,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙5로 22,서울특별시 강서구 마곡동 759-2,서울특별시 강서구 마곡중앙5로 22,126.825300759838,37.5672464841078,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0179,MA010120220800543948,재원기획주,기타/미분류,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 공항대로 389,서울특별시 강서구 등촌동 657,서울특별시 강서구 공항대로 389,126.850902651921,37.556857070838,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0180,MA010120220804936281,세븐등촌AWISH점,세븐일레븐,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 양천로 452,서울특별시 강서구 등촌동 63-12,서울특별시 강서구 양천로 452,126.850822783756,37.5628576045027,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0181,MA010120220801338523,씨유화곡이슬점,CU,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 곰달래로24길 19,서울특별시 강서구 화곡동 898-7,서울특별시 강서구 곰달래로24길 19,126.847223114834,37.5297863670788,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0182,MA010120220807013641,미니스톱한강강서1점,미니스톱,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 양천로27길 280-11,서울특별시 강서구 방화동 19-2,서울특별시 강서구 양천로27길 280-11,126.820821247675,37.5849532997035,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0183,MA010120220811912217,씨유등촌오피스점,CU,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 양천로66길 21,서울특별시 강서구 등촌동 633-17,서울특별시 강서구 양천로66길 21,126.865167737729,37.5540901420518,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0184,MA010120220808576227,씨유방화,CU,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 방화대로45길 52,서울특별시 강서구 방화동 448-42,서울특별시 강서구 방화대로45길 52,126.813658259642,37.5743825748114,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0185,MA010120220810479521,지에스25마곡,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡동로 61,서울특별시 강서구 마곡동 772-8,서울특별시 강서구 마곡동로 61,126.833159685554,37.5606175160608,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0186,MA010120220812305426,지에스25염창협동조합,GS25,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로73길 80,서울특별시 강서구 염창동 293,서울특별시 강서구 양천로73길 80,126.874153425842,37.5541541210194,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0187,MA010120220812115003,패밀리샵우,기타/미분류,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 강서로45다길 39,서울특별시 강서구 화곡동 1012-9,서울특별시 강서구 강서로45다길 39,126.835002461177,37.5461591040229,소매,종합 소매,편의점,빵류; 과자류 및 당류 소매업
GS_CONV_0188,MA010120220814281137,세븐일레븐등촌,세븐일레븐,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로68길 12,서울특별시 강서구 등촌동 683,서울특별시 강서구 강서로68길 12,126.841545845715,37.5662242509882,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0189,MA010120220805545666,미니스톱화곡재성점,미니스톱,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 월정로20길 25,서울특별시 강서구 화곡동 938-2,서울특별시 강서구 월정로20길 25,126.839959825613,37.5298127878019,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0190,MA010120220813477623,CU강서경찰서점,CU,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 공항대로46길 100,서울특별시 강서구 화곡동 1117-12,서울특별시 강서구 공항대로46길 100,126.850425741405,37.5519820738422,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0191,MA010120220813610074,씨유방화메아리점,CU,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로24길 29-4,서울특별시 강서구 방화동 826-1,서울특별시 강서구 금낭화로24길 29-4,126.814995325866,37.5784391472648,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0192,MA010120220804864018,지에스25발산,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙8로 90,서울특별시 강서구 마곡동 795-2,서울특별시 강서구 마곡중앙8로 90,126.837596486922,37.5605696425996,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0193,MA010120220811918568,씨유화곡,CU,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로59길 17,서울특별시 강서구 화곡동 1098-17,서울특별시 강서구 화곡로59길 17,126.85021767586,37.5541622233356,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0194,MA010120220803347316,세븐일레븐마곡에스비점,세븐일레븐,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 강서로 385,서울특별시 강서구 마곡동 794-1,서울특별시 강서구 강서로 385,126.838299258447,37.5600840693644,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0195,MA010120220800484610,씨유뉴공항１호점,CU,서울특별시,강서구,공항동,공항동,서울특별시 강서구 송정로 70,서울특별시 강서구 공항동 53-15,서울특별시 강서구 송정로 70,126.809968019149,37.5609608842042,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0196,MA010120220806490432,지에스25뉴마곡1,GS25,서울특별시,강서구,공항동,마곡동,서울특별시 강서구 마곡중앙1로 26,서울특별시 강서구 마곡동 798-12,서울특별시 강서구 마곡중앙1로 26,126.823860880292,37.5586308286772,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0197,MA010120220803175125,지에스25강서메르디앙점,GS25,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 공항대로38길 106,서울특별시 강서구 내발산동 659-4,서울특별시 강서구 공항대로38길 106,126.84343298354,37.556901461802,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0198,MA010120220809740760,지에스25S9증미역점,GS25,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 양천로 560,서울특별시 강서구 등촌동 666-40,서울특별시 강서구 양천로 560,126.861245289511,37.5577166151959,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0199,MA010120220806751979,지에스25S9가양역점,GS25,서울특별시,강서구,가양2동,가양동,서울특별시 강서구 양천로 485,서울특별시 강서구 가양동 14-61,서울특별시 강서구 양천로 485,126.854390628535,37.5615556146655,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0200,MA010120220812422188,GS25화곡곰달래점,GS25,서울특별시,강서구,화곡2동,화곡동,서울특별시 강서구 곰달래로 178,서울특별시 강서구 화곡동 873-1,서울특별시 강서구 곰달래로 178,126.852662813671,37.530838439545,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0201,MA010120220800508613,씨유강서한아름,CU,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 등촌로13길 28,서울특별시 강서구 화곡동 504-141,서울특별시 강서구 등촌로13길 28,126.861738821634,37.5356157056932,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0202,MA010120220800554720,씨유염창,CU,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 713,서울특별시 강서구 염창동 252-16,서울특별시 강서구 양천로 713,126.87524706255,37.5498395029935,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0203,MA010120220813471204,이마트24강서내,이마트24,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 강서로47다길 20,서울특별시 강서구 내발산동 697-6,서울특별시 강서구 강서로47다길 20,126.834129536676,37.5519873357782,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0204,MA010120220809899572,미니스톱개화산역점,미니스톱,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 양천로 50,서울특별시 강서구 방화동 557-7,서울특별시 강서구 양천로 50,126.809269929159,37.572852887233,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0205,MA010120220800543714,세븐마곡15단지점,세븐일레븐,서울특별시,강서구,발산1동,마곡동,서울특별시 강서구 마곡중앙로 36,서울특별시 강서구 마곡동 751,서울특별시 강서구 마곡중앙로 36,126.827349516866,37.5574376566798,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0206,MA010120220804198094,GS25화곡도래점,GS25,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 까치산로20길 11,서울특별시 강서구 화곡동 967-23,서울특별시 강서구 까치산로20길 11,126.850829118903,37.5483245336293,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0207,MA010120220806401266,지에스25가양더리브점,GS25,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 양천로 400-12,서울특별시 강서구 등촌동 849,서울특별시 강서구 양천로 400-12,126.845916769212,37.5653470611658,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0208,MA010120220812888391,GS25강서타운점,GS25,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로 346,서울특별시 강서구 화곡동 1111-2,서울특별시 강서구 화곡로 346,126.852016418294,37.5545068703024,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0209,MA010120220801938660,제이케이블라썸호텔편의점,기타/미분류,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로65길 41-22,서울특별시 강서구 염창동 20-85,서울특별시 강서구 양천로65길 41-22,126.867777228084,37.5567870741781,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0210,MA010120220803707406,씨유화곡,CU,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로17길 89,서울특별시 강서구 화곡동 421-16,서울특별시 강서구 강서로17길 89,126.840791732846,37.5323006735075,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0211,MA010120220804980522,씨유등촌,CU,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 화곡로64길 86,서울특별시 강서구 등촌동 654-76,서울특별시 강서구 화곡로64길 86,126.85751441264,37.5556398792654,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0212,MA010120220808697064,지에스25마곡시티점,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡서로 170,서울특별시 강서구 마곡동 758,서울특별시 강서구 마곡서로 170,126.82559024482,37.5693101897552,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0213,MA010120220807784410,GS25염창세빛,GS25,서울특별시,강서구,염창동,염창동,서울특별시 강서구 공항대로65길 51,서울특별시 강서구 염창동 272-21,서울특별시 강서구 공항대로65길 51,126.869938797648,37.5503203142013,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0214,MA010120220806953396,지에스25가양,GS25,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 화곡로68길 15,서울특별시 강서구 등촌동 628-7,서울특별시 강서구 화곡로68길 15,126.855322799632,37.5594484296876,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0215,MA010120220812127764,씨유공항,CU,서울특별시,강서구,공항동,공항동,서울특별시 강서구 남부순환로11길 94,서울특별시 강서구 공항동 659-13,서울특별시 강서구 남부순환로11길 94,126.814899554639,37.5576710739582,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0216,MA010120220813148780,세븐염창점,세븐일레븐,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 677,서울특별시 강서구 염창동 248-7,서울특별시 강서구 양천로 677,126.871917556435,37.5512775348353,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0217,MA010120220807827367,지에스25공항,GS25,서울특별시,강서구,공항동,공항동,서울특별시 강서구 송정로4길 46,서울특별시 강서구 공항동 654,서울특별시 강서구 송정로4길 46,126.813505781715,37.5583536376546,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0218,MA010120220806427888,지에스25등촌한올림점,GS25,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 화곡로64길 2,서울특별시 강서구 등촌동 656,서울특별시 강서구 화곡로64길 2,126.853561438456,37.5572838667814,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0219,MA010120220800512173,씨유뉴화곡에스점,CU,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로5나길 121,서울특별시 강서구 화곡동 934-3,서울특별시 강서구 강서로5나길 121,126.841388883912,37.5281298442187,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0220,MA010120220809368273,이마트24화곡,이마트24,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡로21길 16,서울특별시 강서구 화곡동 1048-49,서울특별시 강서구 화곡로21길 16,126.836879849534,37.5414494903581,소매,종합 소매,편의점,기타 음ㆍ식료품 위주 종합 소매업
GS_CONV_0221,MA010120220812107496,지에스25,GS25,서울특별시,강서구,염창동,염창동,서울특별시 강서구 공항대로 631,서울특별시 강서구 염창동 284-84,서울특별시 강서구 공항대로 631,126.875002734507,37.5470641702738,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0222,MA010120220800100802,세븐일레븐S방화역점,세븐일레븐,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로 132,서울특별시 강서구 방화동 829-15,서울특별시 강서구 금낭화로 132,126.812632877837,37.5770028423218,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0223,MA010120220813151907,세븐일레븐내발산길점,세븐일레븐,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 강서로45라길 35,서울특별시 강서구 내발산동 716-24,서울특별시 강서구 강서로45라길 35,126.834101317945,37.5494014336206,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0224,MA010120220806818619,씨유화곡그랜드점,CU,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 강서로45길 49,서울특별시 강서구 화곡동 1008,서울특별시 강서구 강서로45길 49,126.833414508125,37.5478327306673,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0225,MA010120220800514897,지에스25뉴마곡1,GS25,서울특별시,강서구,발산1동,마곡동,서울특별시 강서구 마곡중앙로 33,서울특별시 강서구 마곡동 750,서울특별시 강서구 마곡중앙로 33,126.824088612364,37.5580455207307,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0226,MA010120220808599812,지에스25뉴내,GS25,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 강서로45나길 59,서울특별시 강서구 내발산동 718-20,서울특별시 강서구 강서로45나길 59,126.835501716856,37.5506918192881,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0227,MA010120220809746413,씨유마곡미라벨점,CU,서울특별시,강서구,방화1동,마곡동,서울특별시 강서구 마곡서로 101,서울특별시 강서구 마곡동 768-2,서울특별시 강서구 마곡서로 101,126.823602352221,37.5626759135904,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0228,MA010120220803279161,비지에프리테일김포공항국내선점,기타/미분류,서울특별시,강서구,공항동,공항동,서울특별시 강서구 하늘길 112,서울특별시 강서구 공항동 1373-5,서울특별시 강서구 하늘길 112,126.808473481221,37.5567508187594,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0229,MA010120220809771139,지에스25S9김포공항역점,GS25,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 하늘길 77,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 77,126.801578126446,37.5621454060139,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0230,MA010120220806838390,이마트24R공항대로점,이마트24,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항대로2길 64,서울특별시 강서구 공항동 62-4,서울특별시 강서구 공항대로2길 64,126.808593456315,37.5585169654859,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0231,MA010120220810001608,미니스톱강서우,미니스톱,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 강서로48길 47,서울특별시 강서구 내발산동 674-3,서울특별시 강서구 강서로48길 47,126.83911914639,37.5524987980851,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0232,MA010120220812842336,세븐김포공항국내선1층점,세븐일레븐,서울특별시,강서구,공항동,공항동,서울특별시 강서구 하늘길 112,서울특별시 강서구 공항동 1373-5,서울특별시 강서구 하늘길 112,126.808473481221,37.5567508187594,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0233,MA010120220808368900,지에스25S9점,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙5로 2,서울특별시 강서구 마곡동 760-3,서울특별시 강서구 마곡중앙5로 2,126.827520356864,37.5667902403508,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0234,MA010120220800462604,세븐일레븐화곡스타,세븐일레븐,서울특별시,강서구,우장산동,화곡동,서울특별시 강서구 화곡로31길 85,서울특별시 강서구 화곡동 1031-3,서울특별시 강서구 화곡로31길 85,126.838695497448,37.5442811201815,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0235,MA010120220809586061,세븐등촌임광점,세븐일레븐,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로 113,서울특별시 강서구 등촌동 562-5,서울특별시 강서구 등촌로 113,126.863461105001,37.5404470676295,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0236,MA010120220812347717,이마트24마곡,이마트24,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 공항대로 247,서울특별시 강서구 마곡동 797-1,서울특별시 강서구 공항대로 247,126.835233769379,37.5593139845563,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0237,MA010120220807334515,씨유발산진흥점,CU,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 강서로47길 67,서울특별시 강서구 내발산동 687-1,서울특별시 강서구 강서로47길 67,126.832407350771,37.5528949110057,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0238,MA010120220804656317,신구멍가게24강서,기타/미분류,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로39길 63-2,서울특별시 강서구 등촌동 515-2,서울특별시 강서구 등촌로39길 63-2,126.859556006451,37.54722700817,소매,종합 소매,편의점,빵류; 과자류 및 당류 소매업
GS_CONV_0239,MA010120220800543842,세븐S까치산역점주,세븐일레븐,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 강서로 52,서울특별시 강서구 화곡동 341-65,서울특별시 강서구 강서로 52,126.846697165442,37.5324886871002,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0240,MA010120220808144720,이마트24마곡파인,이마트24,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙8로5길 11,서울특별시 강서구 마곡동 791-5,서울특별시 강서구 마곡중앙8로5길 11,126.837095588737,37.561902426346,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0241,MA010120220800057342,지에스25마곡,GS25,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 공항대로 269-15,서울특별시 강서구 마곡동 797-14,서울특별시 강서구 공항대로 269-15,126.837247704328,37.5596141065745,소매,종합 소매,편의점,체인화 편의점
GS_CONV_0242,MA010120220800481651,세븐일레븐강서,세븐일레븐,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 공항대로46길 35,서울특별시 강서구 화곡동 1112-1,서울특별시 강서구 공항대로46길 35,126.852492413679,37.5541650870422,소매,종합 소매,편의점,체인화 편의점
